ELF code,Country ELF,Country,Jurisdiction,Entity legal form local name,Language,Entity legal form transliterated name,Abbreviation,Source
QUMQ,Russian Federation,Russia,,"Унитарные предприятия, основанные на праве хозяйственного ведения",Russian,"Unitarnyye predpriyatiya, osnovannyye na prave khozyaystvennogo vedeniya", основанные на праве хозяйственного ведения,ELF v1.5
QUMQ,Russian Federation,Russia,,"Унитарные предприятия, основанные на праве хозяйственного ведения",Russian,"Unitarnyye predpriyatiya, osnovannyye na prave khozyaystvennogo vedeniya",Unitarnyye predpriyatiya,ELF v1.5
QUMQ,Russian Federation,Russia,,"Унитарные предприятия, основанные на праве хозяйственного ведения",Russian,"Unitarnyye predpriyatiya, osnovannyye na prave khozyaystvennogo vedeniya", osnovannyye na prave khozyaystvennogo vedeniya,ELF v1.5
R71T,Russian Federation,Russia,,Акционерные общества,Russian,Aktsionernyye obshchestva,Акционерные общества,ELF v1.5
R71T,Russian Federation,Russia,,Акционерные общества,Russian,Aktsionernyye obshchestva,Aktsionernyye obshchestva,ELF v1.5
RJUK,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие товарищества",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva",Садоводческие,ELF v1.5
RJUK,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие товарищества",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva", огороднические или дачные некоммерческие товарищества,ELF v1.5
RJUK,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие товарищества",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva",Sadovodcheskiye,ELF v1.5
RJUK,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие товарищества",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva", ogorodnicheskiye ili dachnyye nekommercheskiye tovarishchestva,ELF v1.5
SDVV,Russian Federation,Russia,,Объединения работодателей,Russian,"Ob""yedineniya rabotodateley",Объединения работодателей,ELF v1.5
SDVV,Russian Federation,Russia,,Объединения работодателей,Russian,"Ob""yedineniya rabotodateley","Ob""yedineniya rabotodateley",ELF v1.5
SIPP,Russian Federation,Russia,,"Организационно-правовые формы для деятельности граждан, не отнесенной к предпринимательству",Russian,"Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan, ne otnesennoy k predprinimatel'stvu",Организационно-правовые формы для деятельности граждан,ELF v1.5
SIPP,Russian Federation,Russia,,"Организационно-правовые формы для деятельности граждан, не отнесенной к предпринимательству",Russian,"Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan, ne otnesennoy k predprinimatel'stvu", не отнесенной к предпринимательству,ELF v1.5
SIPP,Russian Federation,Russia,,"Организационно-правовые формы для деятельности граждан, не отнесенной к предпринимательству",Russian,"Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan, ne otnesennoy k predprinimatel'stvu",Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan,ELF v1.5
SIPP,Russian Federation,Russia,,"Организационно-правовые формы для деятельности граждан, не отнесенной к предпринимательству",Russian,"Organizatsionno-pravovyye formy dlya deyatel'nosti grazhdan, ne otnesennoy k predprinimatel'stvu", ne otnesennoy k predprinimatel'stvu,ELF v1.5
TLDB,Russian Federation,Russia,,Союзы потребительских обществ,Russian,Soyuzy potrebitel'skikh obshchestv,Союзы потребительских обществ,ELF v1.5
TLDB,Russian Federation,Russia,,Союзы потребительских обществ,Russian,Soyuzy potrebitel'skikh obshchestv,Soyuzy potrebitel'skikh obshchestv,ELF v1.5
TMIG,Russian Federation,Russia,,Федеральные государственные казенные учреждения,Russian,Federal'nyye gosudarstvennyye kazennyye uchrezhdeniya,Федеральные государственные казенные учреждения,ELF v1.5
TMIG,Russian Federation,Russia,,Федеральные государственные казенные учреждения,Russian,Federal'nyye gosudarstvennyye kazennyye uchrezhdeniya,Federal'nyye gosudarstvennyye kazennyye uchrezhdeniya,ELF v1.5
UTBN,Russian Federation,Russia,,Коллегии адвокатов,Russian,Kollegii advokatov,Коллегии адвокатов,ELF v1.5
UTBN,Russian Federation,Russia,,Коллегии адвокатов,Russian,Kollegii advokatov,Kollegii advokatov,ELF v1.5
UY49,Russian Federation,Russia,,"Районные суды, городские суды, межрайонные суды (районные суды)",Russian,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)",Районные суды,ELF v1.5
UY49,Russian Federation,Russia,,"Районные суды, городские суды, межрайонные суды (районные суды)",Russian,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)", городские суды,ELF v1.5
UY49,Russian Federation,Russia,,"Районные суды, городские суды, межрайонные суды (районные суды)",Russian,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)", межрайонные суды (районные суды),ELF v1.5
UY49,Russian Federation,Russia,,"Районные суды, городские суды, межрайонные суды (районные суды)",Russian,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)",Rayonnyye sudy,ELF v1.5
UY49,Russian Federation,Russia,,"Районные суды, городские суды, межрайонные суды (районные суды)",Russian,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)", gorodskiye sudy,ELF v1.5
UY49,Russian Federation,Russia,,"Районные суды, городские суды, межрайонные суды (районные суды)",Russian,"Rayonnyye sudy, gorodskiye sudy, mezhrayonnyye sudy (rayonnyye sudy)", mezhrayonnyye sudy (rayonnyye sudy),ELF v1.5
VA0A,Russian Federation,Russia,,Рыболовецкие артели (колхозы),Russian,Rybolovetskiye arteli (kolkhozy),Рыболовецкие артели (колхозы),ELF v1.5
VA0A,Russian Federation,Russia,,Рыболовецкие артели (колхозы),Russian,Rybolovetskiye arteli (kolkhozy),Rybolovetskiye arteli (kolkhozy),ELF v1.5
VAB6,Russian Federation,Russia,,Обособленные подразделения юридических лиц,Russian,Obosoblennyye podrazdeleniya yuridicheskikh lits,Обособленные подразделения юридических лиц,ELF v1.5
VAB6,Russian Federation,Russia,,Обособленные подразделения юридических лиц,Russian,Obosoblennyye podrazdeleniya yuridicheskikh lits,Obosoblennyye podrazdeleniya yuridicheskikh lits,ELF v1.5
VE1P,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся некоммерческими корпоративными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi korporativnymi organizatsiyami",Организационно-правовые формы юридических лиц,ELF v1.5
VE1P,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся некоммерческими корпоративными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi korporativnymi organizatsiyami", являющихся некоммерческими корпоративными организациями,ELF v1.5
VE1P,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся некоммерческими корпоративными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi korporativnymi organizatsiyami",Organizatsionno-pravovyye formy yuridicheskikh lits,ELF v1.5
VE1P,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся некоммерческими корпоративными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya nekommercheskimi korporativnymi organizatsiyami", yavlyayushchikhsya nekommercheskimi korporativnymi organizatsiyami,ELF v1.5
VEOU,Russian Federation,Russia,,Унитарные предприятия,Russian,Unitarnyye predpriyatiya,Унитарные предприятия,ELF v1.5
VEOU,Russian Federation,Russia,,Унитарные предприятия,Russian,Unitarnyye predpriyatiya,Unitarnyye predpriyatiya,ELF v1.5
VEX5,Russian Federation,Russia,,Муниципальные казенные учреждения,Russian,Munitsipal'nyye kazennyye uchrezhdeniya,Муниципальные казенные учреждения,ELF v1.5
VEX5,Russian Federation,Russia,,Муниципальные казенные учреждения,Russian,Munitsipal'nyye kazennyye uchrezhdeniya,Munitsipal'nyye kazennyye uchrezhdeniya,ELF v1.5
VIGZ,Russian Federation,Russia,,Филиалы юридических лиц,Russian,Filialy yuridicheskikh lits,Филиалы юридических лиц,ELF v1.5
VIGZ,Russian Federation,Russia,,Филиалы юридических лиц,Russian,Filialy yuridicheskikh lits,Filialy yuridicheskikh lits,ELF v1.5
VOUU,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся коммерческими унитарными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi unitarnymi organizatsiyami",Организационно-правовые формы юридических лиц,ELF v1.5
VOUU,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся коммерческими унитарными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi unitarnymi organizatsiyami", являющихся коммерческими унитарными организациями,ELF v1.5
VOUU,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся коммерческими унитарными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi unitarnymi organizatsiyami",Organizatsionno-pravovyye formy yuridicheskikh lits,ELF v1.5
VOUU,Russian Federation,Russia,,"Организационно-правовые формы юридических лиц, являющихся коммерческими унитарными организациями",Russian,"Organizatsionno-pravovyye formy yuridicheskikh lits, yavlyayushchikhsya kommercheskimi unitarnymi organizatsiyami", yavlyayushchikhsya kommercheskimi unitarnymi organizatsiyami,ELF v1.5
WJXS,Russian Federation,Russia,,Жилищные накопительные кооперативы,Russian,Zhilishchnyye nakopitel'nyye kooperativy,Жилищные накопительные кооперативы,ELF v1.5
WJXS,Russian Federation,Russia,,Жилищные накопительные кооперативы,Russian,Zhilishchnyye nakopitel'nyye kooperativy,Zhilishchnyye nakopitel'nyye kooperativy,ELF v1.5
WYNO,Russian Federation,Russia,,Союзы (ассоциации) кредитных кооперативов,Russian,Soyuzy (assotsiatsii) kreditnykh kooperativov,Союзы (ассоциации) кредитных кооперативов,ELF v1.5
WYNO,Russian Federation,Russia,,Союзы (ассоциации) кредитных кооперативов,Russian,Soyuzy (assotsiatsii) kreditnykh kooperativov,Soyuzy (assotsiatsii) kreditnykh kooperativov,ELF v1.5
XBRI,Russian Federation,Russia,,Неправительственные международные организации,Russian,Nepravitel'stvennyye mezhdunarodnyye organizatsii,Неправительственные международные организации,ELF v1.5
XBRI,Russian Federation,Russia,,Неправительственные международные организации,Russian,Nepravitel'stvennyye mezhdunarodnyye organizatsii,Nepravitel'stvennyye mezhdunarodnyye organizatsii,ELF v1.5
XIGI,Russian Federation,Russia,,Муниципальные казенные предприятия,Russian,Munitsipal'nyye kazennyye predpriyatiya,Муниципальные казенные предприятия,ELF v1.5
XIGI,Russian Federation,Russia,,Муниципальные казенные предприятия,Russian,Munitsipal'nyye kazennyye predpriyatiya,Munitsipal'nyye kazennyye predpriyatiya,ELF v1.5
XINV,Russian Federation,Russia,,Кооперативные хозяйства (коопхозы),Russian,Kooperativnyye khozyaystva (koopkhozy),Кооперативные хозяйства (коопхозы),ELF v1.5
XINV,Russian Federation,Russia,,Кооперативные хозяйства (коопхозы),Russian,Kooperativnyye khozyaystva (koopkhozy),Kooperativnyye khozyaystva (koopkhozy),ELF v1.5
XJJR,Russian Federation,Russia,,Союзы (ассоциации) общин малочисленных народов,Russian,Soyuzy (assotsiatsii) obshchin malochislennykh narodov,Союзы (ассоциации) общин малочисленных народов,ELF v1.5
XJJR,Russian Federation,Russia,,Союзы (ассоциации) общин малочисленных народов,Russian,Soyuzy (assotsiatsii) obshchin malochislennykh narodov,Soyuzy (assotsiatsii) obshchin malochislennykh narodov,ELF v1.5
XNKN,Russian Federation,Russia,,Кредитные потребительские кооперативы граждан,Russian,Kreditnyye potrebitel'skiye kooperativy grazhdan,Кредитные потребительские кооперативы граждан,ELF v1.5
XNKN,Russian Federation,Russia,,Кредитные потребительские кооперативы граждан,Russian,Kreditnyye potrebitel'skiye kooperativy grazhdan,Kreditnyye potrebitel'skiye kooperativy grazhdan,ELF v1.5
YA7H,Russian Federation,Russia,,Частные учреждения,Russian,Chastnyye uchrezhdeniya,Частные учреждения,ELF v1.5
YA7H,Russian Federation,Russia,,Частные учреждения,Russian,Chastnyye uchrezhdeniya,Chastnyye uchrezhdeniya,ELF v1.5
YGHZ,Russian Federation,Russia,,Паевые инвестиционные фонды,Russian,Payevyye investitsionnyye fondy,Паевые инвестиционные фонды,ELF v1.5
YGHZ,Russian Federation,Russia,,Паевые инвестиционные фонды,Russian,Payevyye investitsionnyye fondy,Payevyye investitsionnyye fondy,ELF v1.5
YJ6A,Russian Federation,Russia,,Общественные движения,Russian,Obshchestvennyye dvizheniya,Общественные движения,ELF v1.5
YJ6A,Russian Federation,Russia,,Общественные движения,Russian,Obshchestvennyye dvizheniya,Obshchestvennyye dvizheniya,ELF v1.5
Z2AQ,Russian Federation,Russia,,Негосударственные пенсионные фонды,Russian,Negosudarstvennyye pensionnyye fondy,Негосударственные пенсионные фонды,ELF v1.5
Z2AQ,Russian Federation,Russia,,Негосударственные пенсионные фонды,Russian,Negosudarstvennyye pensionnyye fondy,Negosudarstvennyye pensionnyye fondy,ELF v1.5
Z3SH,Russian Federation,Russia,,Муниципальные унитарные предприятия,Russian,Munitsipal'nyye unitarnyye predpriyatiya,Муниципальные унитарные предприятия,ELF v1.5
Z3SH,Russian Federation,Russia,,Муниципальные унитарные предприятия,Russian,Munitsipal'nyye unitarnyye predpriyatiya,Munitsipal'nyye unitarnyye predpriyatiya,ELF v1.5
Z3Y0,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие партнерства",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye partnerstva",Садоводческие,ELF v1.5
Z3Y0,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие партнерства",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye partnerstva", огороднические или дачные некоммерческие партнерства,ELF v1.5
Z3Y0,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие партнерства",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye partnerstva",Sadovodcheskiye,ELF v1.5
Z3Y0,Russian Federation,Russia,,"Садоводческие, огороднические или дачные некоммерческие партнерства",Russian,"Sadovodcheskiye, ogorodnicheskiye ili dachnyye nekommercheskiye partnerstva", ogorodnicheskiye ili dachnyye nekommercheskiye partnerstva,ELF v1.5
ZGYA,Russian Federation,Russia,,Торгово-промышленные палаты,Russian,Torgovo-promyshlennyye palaty,Торгово-промышленные палаты,ELF v1.5
ZGYA,Russian Federation,Russia,,Торгово-промышленные палаты,Russian,Torgovo-promyshlennyye palaty,Torgovo-promyshlennyye palaty,ELF v1.5
ZH3O,Russian Federation,Russia,,Хозяйственные партнерства,Russian,Khozyaystvennyye partnerstva,Хозяйственные партнерства,ELF v1.5
ZH3O,Russian Federation,Russia,,Хозяйственные партнерства,Russian,Khozyaystvennyye partnerstva,Khozyaystvennyye partnerstva,ELF v1.5
ZKAF,Russian Federation,Russia,,Полные товарищества,Russian,Polnyye tovarishchestva,Полные товарищества,ELF v1.5
ZKAF,Russian Federation,Russia,,Полные товарищества,Russian,Polnyye tovarishchestva,Polnyye tovarishchestva,ELF v1.5
ZNHF,Russian Federation,Russia,,Государственные казенные учреждения субъектов Российской Федерации,Russian,"Gosudarstvennyye kazennyye uchrezhdeniya sub""yektov Rossiyskoy Federatsii",Государственные казенные учреждения субъектов Российской Федерации,ELF v1.5
ZNHF,Russian Federation,Russia,,Государственные казенные учреждения субъектов Российской Федерации,Russian,"Gosudarstvennyye kazennyye uchrezhdeniya sub""yektov Rossiyskoy Federatsii","Gosudarstvennyye kazennyye uchrezhdeniya sub""yektov Rossiyskoy Federatsii",ELF v1.5
29OB,Saint Kitts and Nevis,Saint Kitts and Nevis,,foundation,English,foundation,foundation,ELF v1.5
AHRM,Saint Kitts and Nevis,Saint Kitts and Nevis,,limited partnership,English,limited partnership,limited partnership,ELF v1.5
I93O,Saint Kitts and Nevis,Saint Kitts and Nevis,,public company,English,public company,public company,ELF v1.5
KYOI,Saint Kitts and Nevis,Saint Kitts and Nevis,,exempt limited partnership,English,exempt limited partnership,exempt limited partnership,ELF v1.5
WFYL,Saint Kitts and Nevis,Saint Kitts and Nevis,,private company,English,private company,private company,ELF v1.5
ZJZB,Saint Kitts and Nevis,Saint Kitts and Nevis,,exempt private company,English,exempt private company,exempt private company,ELF v1.5
2F0A,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,limited liability company,English,limited liability company,LLC,ELF v1.5
2F0A,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,limited liability company,English,limited liability company,LC,ELF v1.5
4EP1,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,multiform foundation,English,multiform foundation,multiform foundation,ELF v1.5
7Z3M,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,public company,English,public company,public company,ELF v1.5
BXZH,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,limited partnership,English,limited partnership,limited partnership,ELF v1.5
EF4Y,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,foundation,English,foundation,foundation,ELF v1.5
H64R,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,private company,English,private company,private company,ELF v1.5
HW77,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,International Business Company,English,International Business Company,IBC,ELF v1.5
I03S,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,international exempt trust,English,international exempt trust,international exempt trust,ELF v1.5
I8G4,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,exempt private company,English,exempt private company,exempt private company,ELF v1.5
OTE3,Saint Kitts and Nevis,Saint Kitts and Nevis,Nevis,exempt limited partnership,English,exempt limited partnership,exempt limited partnership,ELF v1.5
10ST,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,association,English,association,association,ELF v1.5
1PWF,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,public company,English,public company,public company,ELF v1.5
3QSG,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - limited duration company,English,international business company - limited duration company,LDC,ELF v1.5
3QSG,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - limited duration company,English,international business company - limited duration company,(LDC) Limited,ELF v1.5
3QSG,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - limited duration company,English,international business company - limited duration company,(LDC) Ltd,ELF v1.5
5EKE,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by shares,English,international business company - company limited by shares,Ltd,ELF v1.5
5EKE,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by shares,English,international business company - company limited by shares,Corp,ELF v1.5
5EKE,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by shares,English,international business company - company limited by shares,Inc,ELF v1.5
ABII,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - unlimited company not authorised to issue shares,English,international business company - unlimited company not authorised to issue shares,Unltd,ELF v1.5
FG2L,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,company,English,company,Ltd,ELF v1.5
FG2L,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,company,English,company,Corp,ELF v1.5
FG2L,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,company,English,company,Inc,ELF v1.5
I9K6,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,partnership,English,partnership,partnership,ELF v1.5
LCVA,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by guarantee not authorised to issue shares,English,international business company - company limited by guarantee not authorised to issue shares,Ltd,ELF v1.5
LCVA,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by guarantee not authorised to issue shares,English,international business company - company limited by guarantee not authorised to issue shares,Corp,ELF v1.5
LCVA,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by guarantee not authorised to issue shares,English,international business company - company limited by guarantee not authorised to issue shares,Inc,ELF v1.5
QYZD,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,sole proprietorship,English,sole proprietorship,sole proprietorship,ELF v1.5
REVF,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by guarantee authorised to issue shares,English,international business company - company limited by guarantee authorised to issue shares,Ltd,ELF v1.5
REVF,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by guarantee authorised to issue shares,English,international business company - company limited by guarantee authorised to issue shares,Corp,ELF v1.5
REVF,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by guarantee authorised to issue shares,English,international business company - company limited by guarantee authorised to issue shares,Inc,ELF v1.5
RY5B,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - unlimited company authorised to issue shares,English,international business company - unlimited company authorised to issue shares,Unltd,ELF v1.5
S1OK,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,non-profit company,English,non-profit company,inc.,ELF v1.5
S1OK,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,non-profit company,English,non-profit company,corp.,ELF v1.5
U5AR,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,statutory company,English,statutory company,statutory company,ELF v1.5
XY6R,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,co-operative society,English,co-operative society,co-operative society,ELF v1.5
YN9Y,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by shares - segregated cell company,English,international business company - company limited by shares - segregated cell company,SCC Limited,ELF v1.5
YN9Y,Saint Vincent and the Grenadines,Saint Vincent and the Grenadines,,international business company - company limited by shares - segregated cell company,English,international business company - company limited by shares - segregated cell company,SCC Ltd,ELF v1.5
1RPE,Samoa,Samoa,,Charitable trust,English,Charitable trust,Charitable trust,ELF v1.5
7WL9,Samoa,Samoa,,Public limited company,English,Public limited company,Public limited company,ELF v1.5
BCM3,Samoa,Samoa,,Credit Union,English,Credit Union,Credit Union,ELF v1.5
M6YY,Samoa,Samoa,,Private limited company,English,Private limited company,Private limited company,ELF v1.5
QWFD,Samoa,Samoa,,Overseas company,English,Overseas company,Overseas company,ELF v1.5
SXY3,Samoa,Samoa,,Incorporated society,English,Incorporated society,Incorporated society,ELF v1.5
TOMA,Samoa,Samoa,,Co-operative society,English,Co-operative society,Co-operative society,ELF v1.5
78VH,Saudi Arabia,Saudi Arabia,,شركة مساهمة,Arabic,sharikat musahama,شركة مساهمة,ELF v1.5
78VH,Saudi Arabia,Saudi Arabia,,شركة مساهمة,Arabic,sharikat musahama,sharikat musahama,ELF v1.5
B3JS,Saudi Arabia,Saudi Arabia,,شركات  اشخاص,Arabic,sharikat 'ashkhas,شركات  اشخاص,ELF v1.5
B3JS,Saudi Arabia,Saudi Arabia,,شركات  اشخاص,Arabic,sharikat 'ashkhas,sharikat 'ashkhas,ELF v1.5
DW9N,Saudi Arabia,Saudi Arabia,,شركة توصية بالأسهم,Arabic,sharikat tawsiat bial'ashum,شركة توصية بالأسهم,ELF v1.5
DW9N,Saudi Arabia,Saudi Arabia,,شركة توصية بالأسهم,Arabic,sharikat tawsiat bial'ashum,sharikat tawsiat bial'ashum,ELF v1.5
N10C,Saudi Arabia,Saudi Arabia,,شركات ذات رأس مال قابل للتغيير,Arabic,sharikat dhat ras mal qabil liltaghyir,شركات ذات رأس مال قابل للتغيير,ELF v1.5
N10C,Saudi Arabia,Saudi Arabia,,شركات ذات رأس مال قابل للتغيير,Arabic,sharikat dhat ras mal qabil liltaghyir,sharikat dhat ras mal qabil liltaghyir,ELF v1.5
PT6M,Saudi Arabia,Saudi Arabia,,شركات أموال,Arabic,sharikat 'amwal,شركات أموال,ELF v1.5
PT6M,Saudi Arabia,Saudi Arabia,,شركات أموال,Arabic,sharikat 'amwal,sharikat 'amwal,ELF v1.5
T2NA,Saudi Arabia,Saudi Arabia,,شركة التضامن,Arabic,sharikat altadamun,شركة التضامن,ELF v1.5
T2NA,Saudi Arabia,Saudi Arabia,,شركة التضامن,Arabic,sharikat altadamun,sharikat altadamun,ELF v1.5
TTE8,Saudi Arabia,Saudi Arabia,,شركه ذات مسؤولية محدودة,Arabic,sharakah dhat maswuwliat mahduda,شركه ذات مسؤولية محدودة,ELF v1.5
TTE8,Saudi Arabia,Saudi Arabia,,شركه ذات مسؤولية محدودة,Arabic,sharakah dhat maswuwliat mahduda,sharakah dhat maswuwliat mahduda,ELF v1.5
WHCI,Saudi Arabia,Saudi Arabia,,شركه توصية بسيطة,Arabic,sharakah tawsiat basita,شركه توصية بسيطة,ELF v1.5
WHCI,Saudi Arabia,Saudi Arabia,,شركه توصية بسيطة,Arabic,sharakah tawsiat basita,sharakah tawsiat basita,ELF v1.5
YVGA,Saudi Arabia,Saudi Arabia,,شركة محاصة,Arabic,sharikat muhasa,شركة محاصة,ELF v1.5
YVGA,Saudi Arabia,Saudi Arabia,,شركة محاصة,Arabic,sharikat muhasa,sharikat muhasa,ELF v1.5
6UPM,Serbia,Republic of Serbia,,Задружни савез,Serbian,Zadružni savez,Задружни савез,ELF v1.5
6UPM,Serbia,Republic of Serbia,,Задружни савез,Serbian,Zadružni savez,Zadružni savez,ELF v1.5
73PZ,Serbia,Republic of Serbia,,Командитно друштво,Serbian,Komanditno društvo,к.д,ELF v1.5
73PZ,Serbia,Republic of Serbia,,Командитно друштво,Serbian,Komanditno društvo,кд,ELF v1.5
73PZ,Serbia,Republic of Serbia,,Командитно друштво,Serbian,Komanditno društvo,k.d.,ELF v1.5
73PZ,Serbia,Republic of Serbia,,Командитно друштво,Serbian,Komanditno društvo,kd,ELF v1.5
88TX,Serbia,Republic of Serbia,,Друштвено предузеће,Serbian,Društveno preduzeće,ДП,ELF v1.5
88TX,Serbia,Republic of Serbia,,Друштвено предузеће,Serbian,Društveno preduzeće,DP,ELF v1.5
9O67,Serbia,Republic of Serbia,,Предузетник,Serbian,Preduzetnik,ПР,ELF v1.5
9O67,Serbia,Republic of Serbia,,Предузетник,Serbian,Preduzetnik,PR,ELF v1.5
DEF6,Serbia,Republic of Serbia,,Јавно предузеће,Serbian,Javno preduzeće,ЈП,ELF v1.5
DEF6,Serbia,Republic of Serbia,,Јавно предузеће,Serbian,Javno preduzeće,JP,ELF v1.5
E7W8,Serbia,Republic of Serbia,,Задруга,Serbian,Zadruga,Задруга,ELF v1.5
E7W8,Serbia,Republic of Serbia,,Задруга,Serbian,Zadruga,Zadruga,ELF v1.5
KIU5,Serbia,Republic of Serbia,,Друштво са ограниченом одговорношћу,Serbian,Društvo sa ograničenom odgovornošću,д.о.о.,ELF v1.5
KIU5,Serbia,Republic of Serbia,,Друштво са ограниченом одговорношћу,Serbian,Društvo sa ograničenom odgovornošću,доо,ELF v1.5
KIU5,Serbia,Republic of Serbia,,Друштво са ограниченом одговорношћу,Serbian,Društvo sa ograničenom odgovornošću,d.o.o.,ELF v1.5
KIU5,Serbia,Republic of Serbia,,Друштво са ограниченом одговорношћу,Serbian,Društvo sa ograničenom odgovornošću,doo,ELF v1.5
YVPW,Serbia,Republic of Serbia,,Акционарско друштво,Serbian,Akcionarsko društvo,а.д,ELF v1.5
YVPW,Serbia,Republic of Serbia,,Акционарско друштво,Serbian,Akcionarsko društvo,ад,ELF v1.5
YVPW,Serbia,Republic of Serbia,,Акционарско друштво,Serbian,Akcionarsko društvo,a.d,ELF v1.5
YVPW,Serbia,Republic of Serbia,,Акционарско друштво,Serbian,Akcionarsko društvo,ad,ELF v1.5
ZPOY,Serbia,Republic of Serbia,,Ортачко друштво,Serbian,Ortačko društvo,о.д.,ELF v1.5
