Name,Name clean,Name clean Global,GCAP ID,Website,LEI (if applicable),Country of HQ,UN Region,Parent company (if applicable),Annual Revenue in USD (if applicable),Type,Sector (if applicable),Assets Under Mgt. (if financial institution),Join Date (DD/MM/YYYY),Where did they publish in 2022?,Where did they publish in 2023?,Partner comment,Partner comment (Sep-24),Update round,Business Declares,Cities Race to Zero,Climate Action Accelerator,Exponential Roadmap Iniative,Fashion Industry Charter for Climate Action,Health Care without Harm,International Wineries for Climate Action (IWCA),Japan Climate Initiative (JCI),National Parks UK,Net Zero Asset Managers Initiative,Net Zero Banking Alliance,Net Zero Investment Consultants (NZIC),Net-Zero Asset Owner Alliance (NZAOA),Net-Zero Export Credit Agencies Alliance (NZECA),Paris Aligned Asset Owners (PAAO),Planet Mark,Pledge to Net Zero,Race to Zero for Universities and Colleges,SBTi,Scotch Whisky Association (SWA),SME Climate Hub,Sports for Climate Action Framework,Tech Zero,The Exchange Group - Net Zero Financial Services Providers Alliance Exchange Group (NZFSPA),Under 2 Coalition,Venture Climate Alliance (VCA)
Privilege Finance,privilege finance,privilege finance,GCAP22922,https://www.privilege.finance/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Services,,18/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Recycled Products Ltd,recycled products,recycled products,GCAP22924,http://www.recycledproductsltd.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Other,,18/06/2021,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Redington,redington,redington,GCAP22321,www.redington.co.uk,,United Kingdom,Western European and Others Group (WEOG),,<250M,Company,Services,£425B,18/06/2021,Own Website,,Assets Under Advice rather than Assets Under Management,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,
360 DEGREE CLOUD TECHNOLOGIES PVT LTD,360 degree cloud technologies,360 degree cloud technologies,,https://360degreecloud.com/,9845000F94F87A66H368,India,Asia-Pacific Group,,,Company,Software and Services,,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Aldar Properties PJSC,aldar properties pjsc,aldar properties,,https://aldar.com/en,,United Arab Emirates,Asia-Pacific Group,,,Company,Real Estate,,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Borçelik Çelik Sanayii Ticaret A.Ş.,borçelik çelik sanayii ticaret,borçelik çelik sanayii ticaret,,https://www.borcelik.com/,,Turkey,Western European and Others Group (WEOG),,,Company,"Mining - Iron, Aluminum, Other Metals",,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
BW,bw,bw,,www.wearebw.com,,United Kingdom,Western European and Others Group (WEOG),,,SME,Construction and Engineering,,18/05/2023,,,Targets set,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Car SAC,car,car,,,,Peru,Latin American and Caribbean Group (GRULAC),,,SME,Land transport,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Clearly Branded,clearly branded,clearly branded,,http://www.clearlybranded.com,,United States of America,Western European and Others Group (WEOG),,,SME,Other business activities (consultancy legal accounting services advertising employment activities),,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Cuttsy+Cuttsy,cuttsy+cuttsy,cuttsy+cuttsy,,https://www.cuttsyandcuttsy.com/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Professional Services,,18/05/2023,,,Targets set,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Data Swiss,data swiss,data swiss,,http://www.dataswiss.net,,Peru,Latin American and Caribbean Group (GRULAC),,,SME,Information technology (IT) software and computer related activities,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
"HKS, Inc.",hks,hks,,https://www.hksinc.com/,,United States of America,Western European and Others Group (WEOG),,,Company,Professional Services,,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Hospitals Consortium from Vic,hospitals consortium from vic,hospitals consortium from vic,,https://www.chv.cat/,,Spain,Western European and Others Group (WEOG),,,Healthcare,"Biotech, health care & pharma",,18/05/2023,Did not - joined less than 12 months ago,,,,Jul-24,,,,,,Yes,,,,,,,,,,,,,,,,,,,,
Inceptua Ltd,inceptua,inceptua,,,,United Kingdom,Western European and Others Group (WEOG),,,SME,Pharmaceutical products manufacturing,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
InMobi Pte ltd,inmobi,inmobi,,https://www.inmobi.com/,,Singapore,Asia-Pacific Group,,,Company,Software and Services,,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
KABEL GROUP SAC,kabel,kabel,,https://www.kabelgroupsac.com/,,Peru,Latin American and Caribbean Group (GRULAC),,,SME,Retail and wholesale,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Nanozeo,nanozeo,nanozeo,,no_website,,"Taiwan, a province of China",Asia-Pacific Group,,,SME,Education and research,,18/05/2023,Did not - joined less than 12 months ago,,,,Apr-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
R&K Drysdale ltd.,r&k drysdale,r&k drysdale,,http://www.rkdrysdale.co.uk/,,United Kingdom,Western European and Others Group (WEOG),,,SME,Food Production - Agricultural Production,,18/05/2023,,,Targets set,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,
"Reason Research, LLC",reason research,reason research,,https://www.reasonresearch.com/,,United States of America,Western European and Others Group (WEOG),,,SME,Professional Services,,18/05/2023,,,,Net-zero target,Sep-24,,,,,,,,,,,,,,,,,,,Yes,,Yes,,,,,
Ritual,ritual,ritual,,www.ritual.com,,United States of America,Western European and Others Group (WEOG),,,SME,"Consumer Durables, Household and Personal Products",,18/05/2023,,,Targets set,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
shahjahanpur Prosceniums LLP,shahjahanpur prosceniums,shahjahanpur prosceniums,,,,India,Asia-Pacific Group,,,SME,Activities of membership organisations,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
thepostman24.com,thepostman24com,thepostman24.com,,https://thepostman24.com/,,Bangladesh,Asia-Pacific Group,,,SME,Publishing services,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
ThoughtStart,thoughtstart,thoughtstart,,https://www.thoughtstart.in,,India,Asia-Pacific Group,,,SME,Education,,18/05/2023,,,,,Jul-24,,,,,,,,,,,,,,,,,,,,,Yes,,,,,
Thurgauer Kantonalbank,thurgauer kantonalbank,thurgauer kantonalbank,,https://www.tkb.ch/private,529900F00S0DTFX1D404,Switzerland,Western European and Others Group (WEOG),,,Financial Institution,"Banks, Diverse Financials, Insurance",,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
Upfield Group B.V.,upfield,upfield,,https://upfield.com/,,Netherlands,Western European and Others Group (WEOG),,,Company,Food and Beverage Processing,,18/05/2023,,,Net-Zero Commitment,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
VOM FASS AG,vom fass,vom fass,,https://www.vomfass.de/,,Germany,Western European and Others Group (WEOG),,,SME,Food and Beverage Processing,,18/05/2023,,,Targets set,,Jul-24,,,,,,,,,,,,,,,,,,,Yes,,,,,,,
